,Profile_id,M
71174,KWA1M6JPFVHZMJ8,n.a.
71175,PRLF7BNEJG49U3Q,n.a.
71176,JW9GHNKFKALM4YV,n.a.
71177,02Q7ETD143TXDGO,n.a.
71178,BPL79CXCNJLMTIT,4
71179,89GLLC3Z7DA2TK7,4
71180,X52ZX22AVPZ6JFN,6
71181,INQ2ALRY97RP03L,n.a.
71182,0YIQV22DRTHBO3C,5
71183,Z1M7KPXTJ5PRUZE,n.a.
71184,DY1ULHTAJUULGJP,6
71185,COWNEL5A5SVEHG0,4
71186,NVX27XFYXW2PUKV,4
71187,UZF6JV1F32SU9IV,6
71188,GFR5R6K4YE728M4,n.a.
71189,ZV40NDHKZJ0E6W1,n.a.
71190,T31UZJEUGQFA4WC,7
71191,FONTDO7J68LO1ZV,n.a.
71192,A8JFVZHRXCCJU4X,5
71193,N5YLEBMDQQVTZGQ,n.a.
71194,D0XFW1DG34PVI6P,n.a.
71195,2P1D0ZN4L8BAGCE,4
71196,QXY9Y2MUGFRBR1B,n.a.
71197,QEB6HOGGBQ1AF73,n.a.
71198,F2Q6FNAGKMQVR0O,7
71199,KW6UK6DDQDCRUBD,5
71200,LCYK1ZD1CBLVIRG,5
71201,0I0WW429P53RP53,5
71202,G70MKAUKYVPXYI7,7
71203,30JFK7QLQ48RUU6,5
71204,EC9YAZK38FAMMAB,7
71205,B4ON2V61D4AYF2J,6
71206,NZ3MNSI4C1ANBGN,5
71207,2YDYOKADCUHYVMS,n.a.
71208,06AXRPQC4COMGHV,6
71209,0J0FD12HF6DTMVL,n.a.
71210,V632806M7YFWGOT,n.a.
71211,P38SZE24E5W49TF,7
71212,2L3U733K8M6AKZG,n.a.
71213,VJ2RXLT0KAIZOCI,5
71214,ZN4LBV4CQUQKYL5,4
71215,MOXQIFG7FVTRNLZ,6
71216,V1KBNGRE0P3JA5D,4
71217,WMW3ZDSV6G95AIL,4
71218,JX61Z02065ZDAQA,6
71219,U1EY7AIMXPW0IT9,5
71220,FTV005TIAX3GEZX,n.a.
71221,OIAWD36YKWL82XP,6
71222,GTPFHJHIV8RLQP8,n.a.
71223,XHRRC1L3GGYPE7G,n.a.
71224,JSRNYGKRNL19JT0,6
71225,BKLZ6HEA98AFHFA,6
71226,CCS59VZCYTTE61Y,7
71227,ZA9G6MX6KGBEYYM,n.a.
71228,3EMM66204GMBBAV,n.a.
71229,TNB8LX127SBZUYA,6
71230,60GWKC677GZXPU9,7
71231,NEAZPDYCYNA8R5U,n.a.
71232,NVZ1D1J1JZP7HVT,n.a.
71233,UVAE30TGD150LZL,n.a.
71234,MC5YEW64V2Q1669,n.a.
71235,NLLNTKRYNLP4903,4
71236,HJVPTCQ6OMWJ504,n.a.
71237,AU2E03GMK8BVMY7,7
71238,W23ARY6EXW4BRC4,n.a.
71239,P548A0QEW6UR5HN,n.a.
71240,8CRW815WG86KMF9,6
71241,YHNVPBAUNE0WBL7,n.a.
71242,9B4P1SRME1H3EW3,6
71243,0UUQM069VOCPHEF,6
71244,0TRP2JM7Q7QUBY7,4
71245,DW76U3X09RYDQC0,5
71246,3L25LF8HHRJJ52S,5
71247,Q1IVTTPO0WOPVX1,7
71248,KWUEZP67NAU4G86,n.a.
71249,LYE7BHDMFJL0NJ7,6
71250,IIU7A8VT8VREW7T,5
71251,1VJLBIJ5FP1687L,7
71252,P9RX7PWX4C371T9,n.a.
71253,44KZZ3D2L00SDI9,7
71254,ABB84MYAULWXZUZ,n.a.
71255,CVDHYU15HD6DL6H,5
71256,XP46QZ3V1KLGGUQ,7
71257,4FTVCOFT2TODXLT,5
71258,CRW8VLWF8B4L6X6,6
71259,EYVU4ZS18519A17,5
71260,ITAPH324LKZ1N6P,5
71261,XLZ9WE5HBNJM5YW,4
71262,LBESRN7UMQO2U1A,n.a.
71263,OGZMS2OKM8FBX5P,6
71264,JGSUX2MLYI5RJ3H,7
71265,GUUB1JX2LGA45KL,n.a.
71266,3APK5DA2I3CS5AS,5
71267,5CYL2LPBP36JDJ6,n.a.
71268,2LR708L8IGEDYDS,5
71269,HBF9AM02S88TWQE,7
71270,XVDGQPP11EVU5KF,4
71271,EVA4FR08LWBXFJ7,6
71272,V35Z9NLJ7ZJ5YZC,5
71273,04YCOLWARP97N0Z,n.a.
71274,B203L737T9DF4YW,6
71275,GHAADEK5TYT2JA9,n.a.
71276,UZ0C7LQ3MPZV90X,n.a.
71277,AWK77Z7S7LFRZWK,6
71278,KG0GHFEXPAQHZF6,5
71279,0GT1DD2JTQDUEBR,5
71280,134UMACVGRYCKMQ,4
71281,QFRH4A1P1XPGCYH,n.a.
71282,LKMIZ123UN7XKJE,n.a.
71283,EG9ZVM1ZQYKY8FT,5
71284,ZK13TLWM7WBGKH8,n.a.
71285,6EY5ZY4M2DZ5N2G,n.a.
71286,5YML9HMALUTCQ5L,n.a.
71287,FJOMQHAB86P9ENC,7
71288,TBAUMA1PT0ZNH63,4
71289,01NA5XZPIQD0QQO,5
71290,W90EZCPUGGFHCCS,4
71291,X8FALQUX2N9XGH8,5
71292,67784QLB9K1TN6N,5
71293,ZZZTXXH9EYZBCAH,6
71294,G4WXFX2AEAAE9M0,6
71295,AGHZ3M3VUT4XED4,6
71296,H3G1J7I9C7T7TMO,4
71297,YL9ZRAHGY10MTLY,n.a.
71298,60CAXMJFPJK3HND,7
71299,QY5TL9FEHYRQCVV,n.a.
71300,PAS9YYMW5TMV9QD,4
71301,VS19OEC0NGGBV0J,5
71302,Y6QKZK1R7ZTR1EZ,n.a.
71303,BZ9UG9Q3341EKE5,6
71304,SLZKBMA3NB57M84,5
71305,7FUAL2GG68S1QN6,n.a.
71306,3USLO8M9S87CUBP,7
71307,IVHWKP9Y70ASR4S,5
71308,YULINYC1XMMYDIF,6
71309,WKVWZJLTQMZY7XE,n.a.
71310,D3639U9DH048JRD,n.a.
71311,WOR9SSTL3X0K0G6,5
71312,Z3AAS5DXX7KZ6VR,n.a.
71313,HKCI7GUCH9VIU5G,6
71314,Z6VQ5US1J4GLU3A,n.a.
71315,PV4L336DBEUC8VG,5
71316,F9F6CSI5MQWNPJK,n.a.
71317,2HKGHJ63JNA5X9E,6
71318,YI7XFWEBGW44U43,6
71319,LAW7CFE00QEF4YW,5
71320,IEIFDWHLISUS1O3,5
71321,S5401SPN0S4PKX8,4
71322,MRHUB07AE4DAGWG,n.a.
71323,NKKFKYIR9NHF5BQ,4
71324,LJEPFAYY4P6GL8W,n.a.
71325,V8JSU7TGFO7PM9J,7
71326,GNHALVVXT4THNH2,n.a.
71327,RJGO924WP9V4GWK,6
71328,LJ6CPRJDYL5JWVV,7
71329,EC06254UC9HN5RX,4
71330,OX9M28SLDGLHI7J,6
71331,TPCFGBM6LGL202F,5
71332,EY1UWNUD09UN0AC,n.a.
71333,GC6IJX6SETMAJQD,n.a.
71334,YDKD9JS22HBJ8FY,4
71335,EIHLMBHL3I0N7A1,5
71336,0WEY53MTZHFX9P2,n.a.
71337,UM5M3ZF2ZCH9YGN,n.a.
71338,U29F87UGHIG4Z3O,7
71339,A24NYQ4LNQ4ZULV,4
71340,HM4ABNWZ014YI04,4
71341,YCEXUP63MYJAY2G,6
71342,SNEL8ZWPHFDMP2R,5
71343,4M0CUW4ZMQIFKC2,7
71344,5XWWG9RG7EVZKW4,5
71345,EA4CZ2GVUF1ZV5G,n.a.
71346,UPCPKTPSP89EGXG,6
71347,2R07UDQS1N1PUVY,7
71348,BGIQA065NXV22CK,6
71349,C9HNDD3SNWPKSWF,n.a.
71350,98G505M7U3FX35V,n.a.
71351,STYNDY7RHJ52BYC,7
71352,3OVS8YY4I2JGA41,6
71353,5ZNFYJ76G8PUN8R,5
71354,GUXF2EKZ2AA83FE,n.a.
71355,IM1QTS9DFRJ0WSA,4
71356,VER4KADGQK2JCM3,7
71357,XU0JXJJH7TG7S31,5
71358,GLGKZF0TS9M5Y4V,n.a.
71359,SOT811WEGX1ZJUB,n.a.
71360,FT584BZECME7LM9,5
71361,RPQ3SKVROE3SUR5,4
71362,B3G1WI5K18ELSWX,4
71363,418NH3QC6ZVG64R,7
71364,X922NJZL8DJJLMA,n.a.
71365,IEQZO01UA4MCY6A,7
71366,JMN387263OXI5GG,n.a.
71367,7N56M24ZG0N5QFT,7
71368,DLGHDSUHA8CPGK7,n.a.
71369,9EWRNP9A48EU8T0,6
71370,5E4Z6P5V8K2HANH,5
71371,CJOHQGQ4OQ7UPRX,n.a.
71372,0ZLXQD082VKXZF3,n.a.
71373,FJT6SKFJ8PKDY9M,4
71374,X87TK1YW507WGH7,6
71375,D4V6XXYMPUJVLM6,6
71376,2DS7FMMNTKG9JWG,7
71377,XL8G4QHA5G1YR5A,n.a.
71378,PZQCJYG5FX30C8C,n.a.
71379,AHZ0LPXZYXJ641L,n.a.
71380,C1J9DMNPZ77R885,5
71381,JIHDS86XT1ZTPOR,6
71382,HADWIN6Y3ZMOBR4,5
71383,LDRAQT6FQK8MQW8,5
71384,GP80SD6ARJVBJ0L,5
71385,XZPL7F78H60VN0J,4
71386,9XFYOEANRX5S1HW,7
71387,ZRDZEPDMS0ZSV3V,n.a.
71388,01B8PM0UJ8YJ6P0,6
71389,2K414KFRFBJF9MV,6
71390,P01JJXAA42J913G,n.a.
71391,71DVH7J5ZJ80S2Y,n.a.
71392,FMFPH8A7FD0WAXW,5
71393,ZM5O3D4V61YVJDE,n.a.
71394,VY9NHTLUTW72VKC,4
71395,0OOJ06C1JNE7XCG,n.a.
71396,SO0NDKWP5Q0M63M,6
71397,YRBZ5MWNOAYATJD,n.a.
71398,YU46TQZ54VVO2A3,6
71399,KYDF1ECX1LEHJM8,n.a.
71400,1O11VZD3A1OWA84,n.a.
71401,PIQHEX7VPO4NZX5,n.a.
71402,2O4MWA87ZQ5ED30,n.a.
71403,YUD84W72HMHEYJB,n.a.
71404,5OOXACA4ZDGED2M,n.a.
71405,CMMV93N45MCDGRZ,5
71406,BWJUUBAIBIJ9KCG,4
71407,LERB5FH4WEOU6J2,n.a.
71408,DV9S3K71NMMSDP4,6
71409,EB386B5AU052GVT,4
71410,5I9N467ZGPH4JRA,7
71411,RSUE47YU2DCLSFB,6
71412,RI4KQ0KMAQTCO4K,4
71413,XIEXL1QVBS524UW,n.a.
71414,SIWDNWI1R8V27SB,6
71415,3MO9QW6VAVW8663,5
71416,XWW30MX69105Y3B,5
71417,45C1J5CBFAGU2RY,5
71418,GVMM7XME19QJ6L4,5
71419,C6FB8I7I6HT1S4Z,4
71420,21NR0NFETR5PMQL,n.a.
71421,VSXJ0LPJPY8NPNU,6
71422,NYCW0EGJ3KFWBOH,7
71423,3YBOPNHWX67S88Z,4
71424,1JWRHJWDG7YBH3R,4
71425,6J8PHRJJ585VC8K,n.a.
71426,XEC5UHS04VXT6F8,6
71427,YA7RN9QK5R1JVEZ,6
71428,DPYU85M43Q43AHQ,n.a.
71429,X9MOW3PJ1R7IUYU,n.a.
71430,6PKCQTM4HACQXO1,5
71431,VU76RXDI54AOLSI,4
71432,NR9ZHZNA3TEPKK4,n.a.
71433,ZP2R9ZE5YXF91L0,6
71434,3LHCQ27XCT88N75,n.a.
71435,TPW8XWN32K91WM0,n.a.
71436,XGVF4NNGLLF6WS9,7
71437,9XMJKLL40HKR35G,7
71438,K76A6ILCGPGKC5Y,6
71439,76QR2DZNR7QAZ0G,7
71440,IMTWC7GDWX4BZ4S,4
71441,WEF91RKKQP2NV75,n.a.
71442,U5HQU6P9JYWGMH2,n.a.
71443,6VVEF7PJX6TB74C,5
71444,JGTUZ13UXUZCKI6,6
71445,8YZLMEB8B3Y1Z1S,5
71446,VQMM0826C21TNTF,n.a.
71447,HUA0TUG8M6G44HX,n.a.
71448,WYNWIEMSEMHRS9D,6
71449,UYM4HUP0UD13VS9,7
71450,T2EHOYSHCI58VDE,n.a.
71451,BHH0WT3OCJIDKAB,5
71452,7WSI4US5QL4RZO8,n.a.
71453,08XD0O6YKW9A034,5
71454,X1NW7UJ3X3R7A27,5
71455,1I34OGS46N59B01,6
71456,G6QC7FAKCK0DRV5,n.a.
71457,5C73ELP8BLYZ8Q4,6
71458,QYBLN9AHXUEKC3G,6
71459,YPK1LS5LTPQL1AC,n.a.
71460,3C4MJ2JNZDHZTG0,5
71461,VTCE9EGHGBSRBUK,5
71462,EL8ZIC7975MX0H0,5
71463,DDLN7O4X84X5DEB,5
71464,RAFYABDXMOEAHM0,5
71465,21RTZT5NMPWT9CV,6
71466,NSRC6F8VV7AFJ0D,6
71467,4KTDV9HFK3A5C16,4
71468,NXEG0KTDBOFSMFO,4
71469,NRJ2WHFVMV8B143,4
71470,D9YLAKUH9H72MKA,n.a.
71471,YTZM5YEPPMUYKE1,6
71472,KQBIM1OIJQQ1C49,n.a.
71473,3BXR0N1W2W5ED9Y,4
71474,P802FEEDC4F0AGF,5
71475,5DIF1QJJXIDC3NW,n.a.
71476,35VQ4Y25134EX5Q,6
71477,LTCU4BTGVWJZZIP,6
71478,0P5T4ELR3H829M6,5
71479,4Q0VL96FMYR9P5G,6
71480,EFMEBL817X2DA3M,6
71481,DAHN2ZD62Z5X1M5,6
71482,YIDXZJJP50VSGN7,6
71483,5DMB21PYX7WJC49,4
71484,YWBNVFKKJR4OY37,4
71485,C14X4ZAJQ2Y2AH4,6
71486,9KT1INIV6SJDHFL,5
71487,8ZAT46S3XT0LFI8,7
71488,HI6RTT93HFWQSKZ,6
71489,0TT6R7TEH3UZQQZ,4
71490,MRBZY9TZTNJ3ZMA,6
71491,OH20JRTUQMYB95P,n.a.
71492,O62MUSGZ8XRSUF0,6
71493,MFKAJJ2YDZH0BDR,n.a.
71494,KGG4LF4PX64B35U,6
71495,6BNF1766ZVBS5V7,7
71496,AS5KEUNG9ZBU6Q1,7
71497,MYYANM2VY8Z4ZSL,6
71498,GKQL3TVBJE9SG5X,5
71499,L56TM3YZMA1Q0YX,n.a.
71500,J15LAY2U9ZKVKW5,n.a.
71501,4GYAUH5EIVKGRZN,n.a.
71502,R5QRI2EJFU52S3Y,7
71503,3V004YDH78CSK1A,n.a.
71504,481KKNQUR9H9TR5,5
71505,K9XKTPUXGRHFXGB,n.a.
71506,K57DOU32VKLO7YG,n.a.
71507,RHFMULZPL1YRMQN,7
71508,BIZ2XUJT85NH7FO,5
71509,UH0N5ZHT3ROFNSJ,7
71510,J5QJXE59G4Z2TZD,n.a.
71511,HQHPP4BHRAQNLGR,6
71512,8EKPTPFDT2MKQVQ,n.a.
71513,9G91FUS4NC0EDKQ,4
71514,DOA74QVDRNNRKC4,7
71515,TTLJ4SSJZD94EN5,6
71516,TJYRNHVRZEWC3HC,n.a.
71517,GM51UG2Y99B6JBO,n.a.
71518,H71PFWQ5RM7YPKE,6
71519,D76EV4LRW3NVRAF,6
71520,GDFXNC4Z9UM47H6,n.a.
71521,U7FIFLZ10URZUG6,7
71522,8FFAJYD59NX54VU,n.a.
71523,9K881L8RY150JXJ,n.a.
71524,G648RABESV5M65A,n.a.
71525,IU8JKA4DZBFWC2O,5
71526,ALJ9X28RU5EZ0W6,6
71527,T5Z2GKHFBQAK90D,5
71528,37A95RN0ZASDYEP,7
71529,KEYCLHKYT2E3KGP,4
71530,JQFXOHKGLP3NEB8,5
71531,K7E2QUWZGTC7PPA,n.a.
71532,A1PYC2CRA8F8U60,5
71533,YO8MS1I95CLGL14,n.a.
71534,IEF3NZXXXWMFOSQ,n.a.
71535,96LCEGM3KCHRFM5,6
71536,4Q2NXHQPD9H0GXD,4
71537,EPXN6I2YT5FBJ28,n.a.
71538,MQZFNQ57P3C8ZK6,5
71539,2H93W9FKJK723CD,n.a.
71540,4GFCC6GKMUW6FM7,n.a.
71541,NPA4FGYMLPFK3OY,6
71542,1TX7W2G6HJUHX6B,n.a.
71543,P4BZ1HWT9NGNK98,n.a.
71544,WC2KUH84F9GMFU0,n.a.
71545,P5G2DLPXRBX59FD,n.a.
71546,AEPNQJ9RTYPRUJ1,6
71547,7UUPKJNBYCLLWM2,n.a.
71548,Y22KHST2AXFCRD3,7
71549,98A1AZTUKZV6U8B,6
71550,I0CISFML7T8XX2W,6
71551,J6YL8RA1WBBQZ6M,n.a.
71552,8MC3INW6NY3IGZY,7
71553,O4I1C6Z1ELL1123,6
71554,JM5QNGNSZQ01H9V,6
71555,U4V5QA2YQKVWVWL,n.a.
71556,JP4OAMLXPII5173,4
71557,SJ9RLJHPX3JOD8E,n.a.
71558,5N3NGDV0YRRRR0M,7
71559,N7F3MW39XUM43LU,4
71560,KHPD23EKNTUDEPG,6
71561,FC8U2ZU611VWDCV,n.a.
71562,QM2MIXTP4B0EKKW,5
71563,OVV7TLUWLS055XK,n.a.
71564,REQU8ZZ8J2PMHJJ,6
71565,38L2VHKH2DQ6I0V,n.a.
71566,BY7WMGF4N79N1H9,n.a.
71567,UTEUS5V1Z6ICSEY,5
71568,HUAM4V0SUA9CQTM,4
71569,K6LT6IZTM9DZN1Z,7
71570,APTA9PZWVTYXXPQ,5
71571,GIV444TPELOTX92,5
71572,QX8TNL41ZDNH0RK,n.a.
71573,3OMBNXHQL2ARI44,6
71574,3VJWL36TV5H5YNR,5
71575,14CXYQE0SV9UF11,n.a.
71576,KFCGWR93JOOYL6G,n.a.
71577,13TE2P5EAYQN4XZ,7
71578,LRRWK8VP9ZTLZAB,n.a.
71579,AZ9HJVC3NWHHJUG,7
71580,7YFC2QB7W9VIC4P,5
71581,TIPAFIZD7A60FE6,7
71582,SI0QWH1I1T41AFZ,6
71583,0XBBQ0YCHENV52C,6
71584,MCVJ3R8B7ADBORP,4
71585,2BG0XK5ED1WT43N,n.a.
71586,SWQTYR6HJLSJRT4,4
71587,Z6CDHEYQUGRQWRJ,n.a.
71588,VXJ15CDTSYAXJ2Y,5
71589,KMEJB8425SSJCB2,5
71590,7IJ4IYU9XRPVTSW,n.a.
71591,6TPCNK7XNACEA06,n.a.
71592,SKFRIJWETGKX494,6
71593,MACD1TNUAJ371BJ,7
71594,NCDSA17X8IZIIFR,5
71595,NQWC79VQKTV6HOL,6
71596,YAG4OI7CZPFM2MI,6
71597,M7P0RYEUFGJGJ2J,4
71598,7BC75D5T7IGV6PI,6
71599,X9FYN8EBTT6RHJA,n.a.
71600,935G2BZPTWRPOGH,5
71601,BWBJCL3FU4WNEA3,6
71602,AAW5MKD5948DMOC,n.a.
71603,7EJ1OYHRAF58ZIA,7
71604,Y822HQUD7OJ2M1D,4
71605,6D43RHZZERTYHLY,4
71606,HGYY2W800NUKQ4I,7
71607,TMSZP6U2P72QXJL,n.a.
71608,XRJTT2KYWFL5GPN,n.a.
71609,PX646JAH2EQWHL8,7
71610,0W36J6QVWJUF1BU,7
71611,P5HO0LV5WYZNXLF,n.a.
71612,B20GQKOOJYDGK9I,n.a.
71613,VYZ4TX2XMCQH47A,n.a.
71614,1FON0KIGNMYJ9M4,n.a.
71615,T1AH5UC3YPVHUWP,4
71616,DSEOL2YQR8ED3MN,6
71617,9704XCRKL766U84,n.a.
71618,LDB95PEDPZ9D69J,5
71619,KXC85XAZKZ83QVZ,n.a.
71620,KX7MZBYQXAWY9XD,n.a.
71621,PJK2KR90MPQJ0Y0,7
71622,D0V2VZ1BCEA7AE0,5
71623,C31OJRGH7SCX1AF,n.a.
71624,2BN2GK2WE7RW2RE,5
71625,0C67JPHSZZMY3VZ,6
71626,VP6NJGA7DOZH8DT,n.a.
71627,5281QP0M5NHAZRB,n.a.
71628,N579L4CCAQXYDE8,6
71629,FEMNY64FBQ4MNVH,n.a.
71630,88UV32HYV1VPZV3,7
71631,Z77PJL8L52TP26U,n.a.
71632,5UOYRLZ1ULU8M10,5
71633,QSUIE73WF5DCIYS,7
71634,4E36E507M42OTNE,4
71635,9DLXTBCHZR391QW,4
71636,MTKBY6SCWJLMSSS,7
71637,9P746ZFIUK9X3J6,6
71638,GJ464NCF1ZHETJE,6
71639,J98XZELM07L0O2W,n.a.
71640,8AJ4VP1Q113D84Q,n.a.
71641,I2XXS1VPXZVAHQD,n.a.
71642,ZHYK21R7CL7ZX4Y,5
71643,VREYVSFR4ST4BDF,6
71644,S91FXKJQ7G51N9J,4
71645,0CWM773LUT8LH9L,n.a.
71646,FD2SR1EP0NEUW6F,n.a.
71647,YGO1P3HPEI8ZNYS,n.a.
71648,5EZZJALN7Q2DH1A,5
71649,WA0QB27GP8P03N1,n.a.
71650,GS5BM49BVAFLFZ7,4
71651,08B9G4KUQ2G3YFM,6
71652,9UA9MKR5T7T4VRR,7
71653,ZNV7X1FH8XOCA2U,6
71654,WQHMQ92VRZTF7Y5,n.a.
71655,K1BLHJKA9ZU3G7R,4
71656,UXNIAI7HABG1K0H,6
71657,ATVLCHB9ABEA0E5,n.a.
71658,NA4V34WDC2TN0LN,6
71659,9XS1P07RK79TB4P,n.a.
71660,GAKDE6XPHNAJ2NR,n.a.
71661,YGOSAN78VI2SPN1,n.a.
71662,WO5JY1MG0E00AL5,5
71663,FSZ5H2WQV2QKR4W,6
71664,AM5NCYFPNP4D883,n.a.
71665,3Q1QD42NLTXLTBA,5
71666,CU3VCVWACA3A24A,6
71667,S4IYFBWUR9VJG72,n.a.
71668,HCPXP6KE9KFTYZF,n.a.
71669,UJX9BAWM1SY3177,6
71670,M2N9N1171AE67LD,n.a.
71671,MMS0N0QYC188WBH,4
71672,GPYJR7YEEHNPLEQ,6
71673,BF5RKMTV83LT9E8,6
71674,W1RTA8XYH22QYGJ,6
71675,C4NPCNMOXGSZMDE,5
71676,9YIH9ACTHIRUKEI,4
71677,U4OY05QVC69NFF3,7
71678,DK8FH7G6FKD74VC,7
71679,N353RE1ZQA7U6LX,6
71680,WETNN1MNSBVXFVP,6
71681,WRE6NNCAVRGD7NB,n.a.
71682,Y4QV7GRC3TL8BFK,n.a.
71683,5RWD3QX5PQ0BQGL,4
71684,ZBPAHQG0XWCCY1R,5
71685,4QNVMB5J3DR9MUK,4
71686,QCQSH8JK24RRP7P,6
71687,2CZ2474Q0Y7TFRX,n.a.
71688,GR4T10K3MWMCTA2,7
71689,RBP92T1HFB840HV,n.a.
71690,LFLMY074LDB7DAL,n.a.
71691,F76VX02632V1LM4,n.a.
71692,L9DGHBI476CH5ZO,n.a.
71693,WPCJFFZXG3M6LTS,4
71694,36ZBKVIOV417RVJ,4
71695,F6LVGQ7L018R4FC,7
71696,BLFY0GDQ9T4E9GQ,n.a.
71697,N39ECAQERF9Z703,5
71698,X0SKR2NWB0GHOFB,7
71699,2BPMRF3FFJDFUFJ,5
71700,O8FMH6MXTZGAKJO,6
71701,R53VD8PFC7WXKXQ,n.a.
71702,YUD36TE6B8PLM7H,n.a.
71703,7F8MAIOMSI46FU9,7
71704,8QV5MUFKZXBT44N,n.a.
71705,E6RXEGKU95TQDD6,n.a.
71706,8XS36DM3TW7A9D0,n.a.
71707,9UXQOSNS1SXHA3V,6
71708,AT86WJG80AIBO5S,5
71709,38TKKV2485KOFBW,5
71710,5V8O1A92BDQ0FTO,5
71711,92CUA7A8NZUK732,6
71712,JTAYWJDR1GJRR3A,n.a.
71713,FPEGK2R6KUHNZUB,n.a.
71714,9X4OC9KS02HOZ6Y,n.a.
71715,APDFUUKL9BD32UE,6
71716,5BYXGFHFPZ77JCL,n.a.
71717,QRK7ZPDYKK7RFBU,n.a.
71718,EAIHYFXUHBBXO61,n.a.
71719,SP1A9NHJY8K3HUA,6
71720,JJQBC3N8741Q293,n.a.
71721,TWXTL40WP2WZBIL,7
71722,X96J4SW0DN9AI9X,4
71723,DYF7IZ9DD19KQJP,5
71724,5GE3122DOTLIM4M,n.a.
71725,MVMW79ARP9KT5ZE,4
71726,GFF687TTLRFMZIX,6
71727,J70HD2YSI5ELOSJ,n.a.
71728,NWCFA8CFRT6S4C1,4
71729,TI6EEUQQM8F6349,4
71730,ULYVQF85YUCY34Q,4
71731,QVQ7M0QYRGNKERX,n.a.
71732,JD5HF19W3YREUTP,n.a.
71733,YHVX62AR44UY0MN,n.a.
71734,773M7TPT145SEGW,n.a.
71735,7CCZY21034YQMPV,6
71736,2ZZM5EM4UZY4BGQ,7
71737,5AD87JXV583C4YN,5
71738,MIFQ79VP0KSVN37,7
71739,K5ZUBWGU5QA4OJG,6
71740,FX84H3ULGDY69KL,6
71741,LL1VUUNT0HP8BTV,5
71742,6UBDJ6RJJDAFU2J,7
71743,0XAFXPMV6PNDIDX,5
71744,8N06V9CK7FMFSHX,5
71745,IXG1GM1HHWU8C9U,4
71746,BEJKXXHDRPKAK5A,4
71747,YIC53T968Q03G3B,5
71748,Z25PHF6GVY2UX3P,n.a.
71749,17EMBY0ADRK40ZP,n.a.
71750,JDTC6EXAPBU2KNA,n.a.
71751,CFLWZT9UF1Q5NGN,n.a.
71752,BJH6ADZA70T806G,4
71753,AY5K25ND4OBUVPM,6
71754,62AD6NDA87B2N57,6
71755,J0Y628PMEMB571F,4
71756,IOMQVM8ND9AIEH7,4
71757,A81DZHWEEPB1T7Y,6
71758,AT7LPGXY41CLRTM,5
71759,MXKKHYZ9LW1V81Y,6
71760,TRFVDGQ30JA4D1V,6
71761,D4WQ4E3SKKT5H3J,5
71762,JYEY5TEAWZQCLGB,n.a.
71763,E0RA34FED4XJUIP,5
71764,6SWSNIBMB2D1OYH,7
71765,FUT648EYDT56GZC,n.a.
71766,QF86CFLU357F8PE,4
71767,34XE9AHQ4D4HA8Q,7
71768,2LGJEB73QHOVZ7R,n.a.
71769,Q4E1QXJ8JIQ4QYA,5
71770,11YAND5KRA8PC0Q,6
71771,QU822CVN33LQFZZ,n.a.
71772,FKL0W4HAZN3UH14,4
71773,P8DP14WBTP2WL1W,7
71774,NM1N75XSESY215F,6
71775,BRA0KS0Z3B41TH9,5
71776,02EQZZ41G8B8B2J,n.a.
71777,6F9YFJFXKHCJTM7,4
71778,0YOZBDY1MN8AN0J,5
71779,T08C1SI46H9CJDS,n.a.
71780,0SKGLKBAGCPHDUF,n.a.
71781,81GY9U6XTPU6WK3,5
71782,HPNWWEA0T9E9BK2,5
71783,107XRU404NA3PZP,5
71784,3Z9OBURMRHU1J5N,n.a.
71785,0SU80PB7C14LSW9,n.a.
71786,LQL4KURV80LD3FF,n.a.
71787,ATN2UL3G7CJDM3A,6
71788,XJ0W2BUU74E8FK0,n.a.
71789,K3MQYLWZUDKN1VT,6
71790,7LXT0Y44Z05F81M,6
71791,DPJP7P44XBSCZ6H,n.a.
71792,8H6BPGXBL2GP9NM,n.a.
71793,98BQSG512Q6D6GK,5
71794,64MJVB1GJ7VIGG7,n.a.
71795,1FR3Q97Q68N31Y2,6
71796,3V0920JUPX7ZNGA,4
71797,PU4XZHUMRPY4EJ6,n.a.
71798,R2A2EW4JL3LD2GV,n.a.
71799,GRR7506140V3H2F,n.a.
71800,N8CWECLQ11PBWH7,7
71801,JIJYTCD3BE4J61M,6
71802,N143QZ13GL7J2TW,n.a.
71803,MAVMYGSMOEU8UK5,5
71804,1GDPFS93QNZLXV4,4
71805,L69ZT3AM7SAVOXS,6
71806,SW9JGET0LLWFK5B,n.a.
71807,OPXRB8GB04I19T7,7
71808,UP3XD0O4ED4V0DV,n.a.
71809,9UAF7U8TMZHB5GW,5
71810,M28ZZE41E6TIGIM,4
71811,AYHLFW8Z6LPWZ4H,5
71812,1UP2DATGD9YLYY8,4
71813,WZE9DTL0CX4KBHU,6
71814,LX3Q7QEL97527UV,5
71815,EDOJVV9NAD4PLB5,7
71816,9C30FW9F2TEJ4D3,n.a.
71817,6XLJZZRVHZ435WB,5
71818,DS6MN1IFF8LYPQ6,4
71819,XVP04K19M7BG51O,7
71820,KQ5VQD1UMOIIXYD,4
71821,A1NRRB8DDL02PD8,7
71822,NAC4V296R1QD3XF,6
71823,42GN3GJFUGC7REK,n.a.
71824,TA9ZX3XS310XZFF,n.a.
71825,9B6RYQQNVGD0V0N,5
